timestamp,identity_id,resource,action
2024-12-25 20:03:00,EMP005,hr_database.salaries,READ
2024-12-18 18:14:00,EMP005,firewall.rules,MODIFY
2024-12-27 05:26:00,EMP005,ad_groups,WRITE
2024-12-16 12:50:00,EMP005,ad_groups,WRITE
2024-12-10 01:00:00,EMP005,hr_database.salaries,DELETE
2024-12-11 03:59:00,EMP005,vpn.gateway,EXECUTE
2024-12-17 20:34:00,EMP005,source-code,LIST
2024-12-09 16:29:00,EMP005,aws_iam,WRITE
2024-12-24 10:10:00,EMP005,aws_ec2,LIST
2024-12-06 08:45:00,EMP005,firewall.rules,READ
2024-12-22 09:36:00,EMP005,hr_database.performance_reviews,WRITE
2024-12-21 19:54:00,EMP005,okta_users,LIST
2024-12-03 16:20:00,EMP005,production-secrets,LIST
2024-12-05 03:11:00,EMP005,ssl.certificates,LIST
2024-12-09 07:00:00,EMP005,hr_database.performance_reviews,LIST
2024-12-09 14:48:00,EMP005,okta_groups,EXECUTE
2024-12-01 23:36:00,EMP006,dns.internal,EXECUTE
2024-12-08 11:44:00,EMP006,firewall.rules,READ
2024-12-10 03:29:00,EMP006,ssl.certificates,WRITE
2024-12-23 21:32:00,EMP006,customer-data,EXECUTE
2024-12-10 20:58:00,EMP006,aws_ec2,EXECUTE
2024-12-05 07:14:00,EMP006,vpn.gateway,LIST
2024-12-20 14:47:00,EMP006,aws_iam,EXECUTE
2024-12-16 22:35:00,EMP006,production-secrets,DELETE
2024-12-08 06:48:00,EMP006,ssl.certificates,MODIFY
2024-12-15 02:33:00,EMP006,vpn.gateway,DELETE
2024-12-19 02:58:00,EMP006,financial-records,READ
2024-12-17 17:57:00,EMP006,ad_groups,WRITE
2024-12-06 17:09:00,EMP006,dns.internal,EXECUTE
2024-12-22 14:07:00,EMP006,jira.projects,WRITE
2024-12-17 02:57:00,EMP007,github.enterprise,LIST
2024-12-17 14:08:00,EMP007,ad_groups,LIST
2024-12-18 18:03:00,EMP007,source-code,LIST
2024-12-01 09:46:00,EMP007,ssl.certificates,LIST
2024-12-07 00:47:00,EMP007,hr_database.employees,DELETE
2024-12-12 01:27:00,EMP007,aws_s3_bucket,MODIFY
2024-12-03 17:03:00,EMP007,aws_s3_bucket,LIST
2024-12-06 09:26:00,EMP007,ad_groups,WRITE
2024-12-14 23:41:00,EMP007,firewall.rules,EXECUTE
2024-12-13 14:55:00,EMP007,customer-data,LIST
2024-12-28 21:42:00,EMP007,aws_s3_bucket,DELETE
2024-12-12 20:55:00,EMP007,aws_iam,READ
2024-12-17 17:25:00,EMP007,okta_users,WRITE
2024-12-01 00:48:00,EMP007,okta_groups,EXECUTE
2024-12-18 21:46:00,EMP007,source-code,LIST
2024-12-08 12:52:00,EMP007,confluence.wiki,WRITE
2024-12-09 11:09:00,EMP007,source-code,WRITE
2024-12-22 01:51:00,EMP007,aws_ec2,LIST
2024-12-07 00:15:00,EMP007,vpn.gateway,READ
2024-12-15 19:02:00,EMP007,aws_ec2,DELETE
2024-12-02 22:55:00,EMP007,ssl.certificates,WRITE
2024-12-08 12:28:00,EMP007,ad_groups,DELETE
2024-12-17 01:08:00,EMP007,okta_apps,EXECUTE
2024-12-20 10:36:00,EMP008,dns.internal,MODIFY
2024-12-05 07:19:00,EMP008,hr_database.performance_reviews,MODIFY
2024-12-10 07:26:00,EMP008,jira.projects,EXECUTE
2024-12-24 17:37:00,EMP008,ad_groups,WRITE
2024-12-18 21:27:00,EMP008,firewall.rules,LIST
2024-12-22 11:41:00,EMP008,ad_groups,LIST
2024-12-14 10:44:00,EMP008,jira.projects,LIST
2024-12-06 09:24:00,EMP008,aws_iam,DELETE
2024-12-08 07:54:00,EMP008,github.enterprise,EXECUTE
2024-12-02 14:58:00,EMP008,aws_iam,DELETE
2024-12-17 13:35:00,EMP008,production-secrets,WRITE
2024-12-07 07:16:00,EMP008,customer-data,EXECUTE
2024-12-12 14:54:00,EMP009,aws_s3_bucket,READ
2024-12-07 23:53:00,EMP009,confluence.wiki,READ
2024-12-20 12:43:00,EMP009,hr_database.employees,DELETE
2024-12-26 02:12:00,EMP009,ad_groups,DELETE
2024-12-16 17:13:00,EMP009,ssl.certificates,WRITE
2024-12-01 09:58:00,EMP009,hr_database.performance_reviews,WRITE
2024-12-24 23:07:00,EMP009,okta_apps,LIST
2024-12-23 22:38:00,EMP009,okta_groups,WRITE
2024-12-11 07:35:00,EMP009,customer-data,EXECUTE
2024-12-21 14:34:00,EMP009,customer-data,EXECUTE
2024-12-17 08:23:00,EMP009,hr_database.salaries,LIST
2024-12-24 03:51:00,EMP009,source-code,LIST
2024-12-11 06:23:00,EMP009,hr_database.performance_reviews,LIST
2024-12-08 18:55:00,EMP009,ad_groups,MODIFY
2024-12-18 00:16:00,EMP009,aws_iam,DELETE
2024-12-10 23:26:00,EMP009,dns.internal,WRITE
2024-12-13 10:14:00,EMP009,okta_apps,DELETE
2024-12-21 15:35:00,EMP009,okta_groups,MODIFY
2024-12-27 08:48:00,EMP009,hr_database.performance_reviews,LIST
2024-12-15 23:31:00,EMP009,firewall.rules,WRITE
2024-12-24 05:08:00,EMP009,financial-records,DELETE
2024-12-18 05:58:00,EMP009,github.enterprise,MODIFY
2024-12-27 16:02:00,EMP009,ad_groups,READ
2024-12-01 01:48:00,EMP009,ssl.certificates,LIST
2024-12-03 20:14:00,EMP009,aws_iam,MODIFY
2024-12-15 06:32:00,EMP010,ad_users,EXECUTE
2024-12-22 19:40:00,EMP010,ad_groups,DELETE
2024-12-01 21:31:00,EMP010,github.enterprise,READ
2024-12-01 17:26:00,EMP010,confluence.wiki,READ
2024-12-18 23:17:00,EMP010,jira.projects,EXECUTE
2024-12-23 16:52:00,EMP010,ad_users,MODIFY
2024-12-04 05:06:00,EMP010,production-secrets,DELETE
2024-12-20 07:12:00,EMP010,aws_iam,DELETE
2024-12-26 11:17:00,EMP010,hr_database.employees,LIST
2024-12-19 12:29:00,EMP011,financial-records,WRITE
2024-12-27 09:43:00,EMP011,okta_groups,READ
2024-12-02 20:48:00,EMP011,firewall.rules,READ
2024-12-18 12:24:00,EMP011,customer-data,LIST
2024-12-23 20:00:00,EMP011,ad_groups,WRITE
2024-12-14 15:54:00,EMP011,aws_s3_bucket,MODIFY
2024-12-04 18:54:00,EMP011,hr_database.performance_reviews,DELETE
2024-12-28 06:57:00,EMP012,okta_groups,MODIFY
2024-12-02 15:17:00,EMP012,dns.internal,READ
2024-12-18 08:57:00,EMP012,ssl.certificates,DELETE
2024-12-28 01:11:00,EMP012,ssl.certificates,EXECUTE
2024-12-05 06:37:00,EMP012,ad_users,MODIFY
2024-12-06 02:19:00,EMP012,customer-data,DELETE
2024-12-18 12:43:00,EMP013,dns.internal,EXECUTE
2024-12-26 23:08:00,EMP013,customer-data,MODIFY
2024-12-12 16:47:00,EMP013,aws_s3_bucket,READ
2024-12-27 13:14:00,EMP013,aws_ec2,READ
2024-12-20 19:49:00,EMP013,hr_database.performance_reviews,DELETE
2024-12-21 10:01:00,EMP013,customer-data,EXECUTE
2024-12-12 15:14:00,EMP013,source-code,DELETE
2024-12-22 13:11:00,EMP013,customer-data,DELETE
2024-12-25 12:05:00,EMP013,ssl.certificates,DELETE
2024-12-03 07:45:00,EMP013,hr_database.salaries,READ
2024-12-23 04:24:00,EMP013,hr_database.employees,MODIFY
2024-12-11 23:24:00,EMP013,aws_iam,EXECUTE
2024-12-15 00:19:00,EMP014,aws_s3_bucket,EXECUTE
2024-12-03 03:08:00,EMP014,hr_database.employees,WRITE
2024-12-18 14:35:00,EMP014,production-secrets,DELETE
2024-12-03 03:01:00,EMP014,production-secrets,EXECUTE
2024-12-20 02:38:00,EMP014,confluence.wiki,EXECUTE
2024-12-14 00:18:00,EMP014,customer-data,LIST
2024-12-18 23:57:00,EMP014,aws_s3_bucket,WRITE
2024-12-22 16:10:00,EMP014,dns.internal,LIST
2024-12-09 08:19:00,EMP015,aws_iam,LIST
2024-12-14 02:10:00,EMP015,aws_iam,EXECUTE
2024-12-26 09:30:00,EMP015,production-secrets,READ
2024-12-24 08:15:00,EMP015,financial-records,MODIFY
2024-12-07 19:39:00,EMP015,github.enterprise,LIST
2024-12-01 04:19:00,EMP015,aws_ec2,LIST
2024-12-26 19:24:00,EMP015,hr_database.performance_reviews,EXECUTE
2024-12-27 10:27:00,EMP015,source-code,MODIFY
2024-12-11 04:19:00,EMP015,vpn.gateway,DELETE
2024-12-06 15:20:00,EMP015,okta_apps,LIST
2024-12-21 23:44:00,EMP016,hr_database.salaries,LIST
2024-12-13 07:20:00,EMP016,dns.internal,EXECUTE
2024-12-19 11:07:00,EMP016,customer-data,WRITE
2024-12-22 17:11:00,EMP016,dns.internal,DELETE
2024-12-23 23:29:00,EMP016,ad_users,WRITE
2024-12-23 09:53:00,EMP016,source-code,READ
2024-12-05 21:31:00,EMP016,production-secrets,MODIFY
2024-12-22 07:16:00,EMP016,hr_database.salaries,WRITE
2024-12-15 12:04:00,EMP016,production-secrets,DELETE
2024-12-18 18:25:00,EMP016,github.enterprise,DELETE
2024-12-26 17:02:00,EMP016,production-secrets,EXECUTE
2024-12-03 19:40:00,EMP016,confluence.wiki,READ
2024-12-12 21:42:00,EMP016,okta_groups,WRITE
2024-12-19 19:02:00,EMP016,firewall.rules,MODIFY
2024-12-25 20:25:00,EMP016,ssl.certificates,EXECUTE
2024-12-09 00:06:00,EMP017,aws_ec2,WRITE
2024-12-18 23:33:00,EMP017,jira.projects,DELETE
2024-12-12 07:28:00,EMP017,dns.internal,LIST
2024-12-23 21:37:00,EMP017,source-code,DELETE
2024-12-16 11:01:00,EMP017,aws_iam,READ
2024-12-03 13:58:00,EMP017,hr_database.salaries,READ
2024-12-11 11:19:00,EMP017,aws_iam,LIST
2024-12-12 16:30:00,EMP017,okta_apps,LIST
2024-12-23 14:46:00,EMP017,aws_ec2,LIST
2024-12-02 02:19:00,EMP017,hr_database.performance_reviews,MODIFY
2024-12-11 00:54:00,EMP017,aws_ec2,MODIFY
2024-12-06 21:51:00,EMP017,aws_ec2,MODIFY
2024-12-18 16:11:00,EMP017,okta_groups,WRITE
2024-12-15 17:27:00,EMP017,hr_database.performance_reviews,WRITE
2024-12-06 20:11:00,EMP017,customer-data,MODIFY
2024-12-01 13:25:00,EMP017,ssl.certificates,MODIFY
2024-12-19 06:28:00,EMP017,vpn.gateway,LIST
2024-12-07 00:45:00,EMP017,customer-data,WRITE
2024-12-26 18:06:00,EMP018,aws_s3_bucket,DELETE
2024-12-07 11:20:00,EMP018,okta_users,LIST
2024-12-28 08:42:00,EMP018,aws_ec2,LIST
2024-12-20 20:20:00,EMP018,jira.projects,LIST
2024-12-04 12:37:00,EMP018,vpn.gateway,EXECUTE
2024-12-06 14:39:00,EMP018,financial-records,MODIFY
2024-12-03 19:37:00,EMP018,hr_database.salaries,MODIFY
2024-12-08 10:07:00,EMP018,aws_iam,EXECUTE
2024-12-23 05:23:00,EMP018,aws_ec2,WRITE
2024-12-20 12:26:00,EMP018,jira.projects,WRITE
2024-12-06 12:27:00,EMP018,dns.internal,LIST
2024-12-21 17:44:00,EMP018,firewall.rules,WRITE
2024-12-10 05:31:00,EMP018,confluence.wiki,WRITE
2024-12-02 14:39:00,EMP019,hr_database.performance_reviews,EXECUTE
2024-12-07 15:08:00,EMP019,ad_users,LIST
2024-12-16 16:41:00,EMP019,confluence.wiki,LIST
2024-12-23 15:26:00,EMP019,ssl.certificates,LIST
2024-12-19 05:05:00,EMP019,github.enterprise,READ
2024-12-09 09:02:00,EMP019,okta_groups,WRITE
2024-12-25 09:10:00,EMP019,confluence.wiki,LIST
2024-12-25 23:49:00,EMP019,dns.internal,LIST
2024-12-19 16:07:00,EMP019,confluence.wiki,READ
2024-12-12 17:52:00,EMP019,hr_database.employees,DELETE
2024-12-14 17:13:00,EMP020,source-code,READ
2024-12-28 07:19:00,EMP020,firewall.rules,READ
2024-12-28 08:22:00,EMP020,source-code,READ
2024-12-26 03:49:00,EMP020,source-code,WRITE
2024-12-23 23:37:00,EMP020,okta_apps,EXECUTE
2024-12-06 20:27:00,EMP020,vpn.gateway,DELETE
2024-12-02 06:51:00,EMP021,okta_apps,DELETE
2024-12-20 17:17:00,EMP021,financial-records,DELETE
2024-12-10 10:45:00,EMP021,okta_users,EXECUTE
2024-12-17 08:54:00,EMP021,dns.internal,MODIFY
2024-12-26 04:48:00,EMP021,aws_ec2,LIST
2024-12-21 08:55:00,EMP021,ad_groups,WRITE
2024-12-23 07:09:00,EMP021,aws_iam,EXECUTE
2024-12-16 21:25:00,EMP021,okta_groups,WRITE
2024-12-21 20:17:00,EMP021,dns.internal,LIST
2024-12-26 02:40:00,EMP022,source-code,READ
2024-12-09 16:47:00,EMP022,customer-data,MODIFY
2024-12-11 14:31:00,EMP022,financial-records,DELETE
2024-12-24 23:05:00,EMP022,ad_users,LIST
2024-12-12 21:44:00,EMP022,firewall.rules,READ
2024-12-14 12:13:00,EMP022,confluence.wiki,WRITE
2024-12-27 08:20:00,EMP022,github.enterprise,EXECUTE
2024-12-05 17:36:00,EMP022,hr_database.performance_reviews,DELETE
2024-12-22 10:57:00,EMP022,github.enterprise,READ
2024-12-26 03:40:00,EMP022,ad_groups,LIST
2024-12-28 03:59:00,EMP022,ad_users,WRITE
2024-12-14 14:00:00,EMP022,source-code,WRITE
2024-12-06 20:19:00,EMP022,aws_iam,EXECUTE
2024-12-09 20:23:00,EMP022,aws_s3_bucket,READ
2024-12-21 21:57:00,EMP022,financial-records,WRITE
2024-12-10 12:40:00,EMP022,ad_groups,MODIFY
2024-12-03 13:41:00,EMP022,okta_groups,MODIFY
2024-12-03 06:30:00,EMP023,ad_users,WRITE
2024-12-22 07:33:00,EMP023,dns.internal,LIST
2024-12-11 00:44:00,EMP023,ad_users,READ
2024-12-16 22:08:00,EMP023,production-secrets,READ
2024-12-24 12:05:00,EMP023,okta_groups,READ
2024-12-10 10:23:00,EMP023,aws_ec2,WRITE
2024-12-22 04:41:00,EMP023,customer-data,WRITE
2024-12-01 16:36:00,EMP023,aws_s3_bucket,DELETE
2024-12-24 14:22:00,EMP024,okta_users,WRITE
2024-12-14 23:09:00,EMP024,firewall.rules,DELETE
2024-12-07 14:55:00,EMP024,ssl.certificates,READ
2024-12-04 04:48:00,EMP024,aws_ec2,DELETE
2024-12-11 11:27:00,EMP024,customer-data,WRITE
2024-12-03 08:41:00,EMP024,okta_groups,WRITE
2024-12-24 19:38:00,EMP024,confluence.wiki,DELETE
2024-12-28 22:01:00,EMP024,hr_database.salaries,MODIFY
2024-12-20 06:33:00,EMP024,hr_database.salaries,DELETE
2024-12-10 23:25:00,EMP024,okta_apps,MODIFY
2024-12-13 07:31:00,EMP024,ad_groups,READ
2024-12-20 15:40:00,EMP024,okta_groups,READ
2024-12-11 00:23:00,EMP024,jira.projects,WRITE
2024-12-12 18:26:00,EMP024,customer-data,DELETE
2024-12-16 05:48:00,EMP024,ssl.certificates,READ
2024-12-01 18:04:00,EMP024,ad_users,EXECUTE
2024-12-02 01:59:00,EMP024,okta_apps,LIST
2024-12-23 09:40:00,EMP024,jira.projects,DELETE
2024-12-13 13:44:00,EMP024,production-secrets,READ
2024-12-20 17:34:00,EMP024,firewall.rules,WRITE
2024-12-03 02:19:00,EMP024,hr_database.employees,DELETE
2024-12-11 04:34:00,EMP024,okta_apps,LIST
2024-12-27 20:48:00,EMP024,dns.internal,MODIFY
2024-12-10 20:04:00,EMP024,ssl.certificates,MODIFY
2024-12-08 23:54:00,EMP024,production-secrets,READ
2024-12-15 13:07:00,EMP025,aws_s3_bucket,DELETE
2024-12-22 01:19:00,EMP025,vpn.gateway,MODIFY
2024-12-04 23:11:00,EMP025,ssl.certificates,READ
2024-12-06 22:00:00,EMP025,aws_iam,LIST
2024-12-26 16:33:00,EMP025,financial-records,MODIFY
2024-12-05 05:23:00,EMP025,hr_database.employees,MODIFY
2024-12-04 23:56:00,EMP025,hr_database.employees,READ
2024-12-17 13:17:00,EMP025,hr_database.performance_reviews,READ
2024-12-21 22:36:00,EMP025,hr_database.employees,READ
2024-12-12 14:32:00,EMP025,github.enterprise,READ
2024-12-12 18:10:00,EMP025,github.enterprise,WRITE
2024-12-19 03:57:00,EMP025,hr_database.employees,MODIFY
2024-12-01 23:32:00,EMP026,okta_groups,READ
2024-12-16 07:02:00,EMP026,ad_users,EXECUTE
2024-12-28 04:11:00,EMP026,customer-data,READ
2024-12-21 22:47:00,EMP026,confluence.wiki,LIST
2024-12-14 10:15:00,EMP026,okta_groups,MODIFY
2024-12-03 08:52:00,EMP026,hr_database.performance_reviews,DELETE
2024-12-22 03:32:00,EMP026,financial-records,READ
2024-12-17 07:51:00,EMP026,okta_users,READ
2024-12-10 14:55:00,EMP027,aws_s3_bucket,EXECUTE
2024-12-15 02:35:00,EMP027,hr_database.performance_reviews,READ
2024-12-19 06:18:00,EMP027,financial-records,EXECUTE
2024-12-12 07:29:00,EMP027,vpn.gateway,DELETE
2024-12-18 06:46:00,EMP027,github.enterprise,WRITE
2024-12-14 00:59:00,EMP027,aws_iam,READ
2024-12-21 17:22:00,EMP027,okta_groups,MODIFY
2024-12-25 10:00:00,EMP027,ad_users,MODIFY
2024-12-10 23:46:00,EMP027,customer-data,READ
2024-12-14 16:15:00,EMP027,okta_apps,LIST
2024-12-09 04:45:00,EMP027,ad_groups,READ
2024-12-28 07:57:00,EMP027,ad_groups,DELETE
2024-12-12 22:57:00,EMP027,production-secrets,LIST
2024-12-17 18:06:00,EMP027,aws_s3_bucket,WRITE
2024-12-19 12:04:00,EMP027,firewall.rules,DELETE
2024-12-05 13:42:00,EMP027,ad_groups,WRITE
2024-12-11 08:54:00,EMP027,hr_database.salaries,LIST
2024-12-08 14:17:00,EMP028,hr_database.performance_reviews,READ
2024-12-25 04:49:00,EMP028,okta_apps,DELETE
2024-12-06 04:06:00,EMP028,aws_ec2,LIST
2024-12-04 10:26:00,EMP028,source-code,DELETE
2024-12-10 06:28:00,EMP028,financial-records,LIST
2024-12-06 03:05:00,EMP028,hr_database.employees,MODIFY
2024-12-20 22:44:00,EMP028,hr_database.salaries,READ
2024-12-03 10:09:00,EMP028,okta_apps,MODIFY
2024-12-17 11:25:00,EMP028,okta_groups,READ
2024-12-27 09:16:00,EMP028,ssl.certificates,WRITE
2024-12-15 12:54:00,EMP028,ad_users,DELETE
2024-12-15 07:06:00,EMP028,confluence.wiki,READ
2024-12-02 03:00:00,EMP028,aws_iam,WRITE
2024-12-13 06:52:00,EMP028,aws_iam,EXECUTE
2024-12-03 20:41:00,EMP028,ssl.certificates,DELETE
2024-12-03 02:01:00,EMP029,hr_database.employees,WRITE
2024-12-05 14:51:00,EMP029,firewall.rules,READ
2024-12-15 03:02:00,EMP029,hr_database.performance_reviews,READ
2024-12-27 18:27:00,EMP029,okta_users,MODIFY
2024-12-13 15:01:00,EMP029,customer-data,MODIFY
2024-12-07 05:22:00,EMP029,production-secrets,WRITE
2024-12-05 08:28:00,EMP029,hr_database.employees,READ
2024-12-08 19:39:00,EMP029,vpn.gateway,MODIFY
2024-12-18 15:26:00,EMP029,hr_database.salaries,LIST
2024-12-13 02:17:00,EMP029,ad_groups,WRITE
2024-12-26 06:41:00,EMP029,production-secrets,DELETE
2024-12-18 20:51:00,EMP029,okta_groups,READ
2024-12-16 22:22:00,EMP029,customer-data,DELETE
2024-12-19 11:58:00,EMP029,github.enterprise,DELETE
2024-12-06 12:17:00,EMP029,hr_database.performance_reviews,READ
2024-12-01 19:14:00,EMP029,hr_database.performance_reviews,EXECUTE
2024-12-12 15:33:00,EMP029,ad_groups,DELETE
2024-12-08 05:06:00,EMP029,okta_groups,MODIFY
2024-12-27 08:34:00,EMP029,okta_groups,MODIFY
2024-12-28 07:36:00,EMP029,ad_groups,LIST
2024-12-08 05:11:00,EMP029,financial-records,DELETE
2024-12-12 23:44:00,EMP029,hr_database.performance_reviews,DELETE
2024-12-12 22:44:00,EMP029,ad_users,DELETE
2024-12-27 18:12:00,EMP030,aws_iam,LIST
2024-12-16 09:11:00,EMP030,confluence.wiki,READ
2024-12-20 01:14:00,EMP030,aws_s3_bucket,WRITE
2024-12-01 16:30:00,EMP030,ad_users,EXECUTE
2024-12-05 06:51:00,EMP030,vpn.gateway,EXECUTE
2024-12-01 10:03:00,EMP030,okta_users,WRITE
2024-12-05 22:58:00,EMP030,dns.internal,READ
2024-12-12 11:04:00,EMP030,jira.projects,MODIFY
2024-12-04 12:37:00,EMP030,ssl.certificates,EXECUTE
2024-12-06 10:08:00,EMP030,hr_database.salaries,MODIFY
2024-12-21 20:31:00,EMP030,production-secrets,EXECUTE
2024-12-23 22:35:00,EMP030,okta_users,DELETE
2024-12-19 07:42:00,EMP030,financial-records,WRITE
2024-12-23 09:46:00,EMP030,customer-data,EXECUTE
2024-12-01 05:46:00,EMP030,aws_iam,MODIFY
2024-12-25 12:54:00,EMP030,dns.internal,DELETE
2024-12-11 05:38:00,EMP030,ad_groups,DELETE
2024-12-04 20:36:00,EMP030,okta_groups,LIST
2024-12-03 10:47:00,EMP030,aws_iam,WRITE
2024-12-21 10:10:00,EMP030,financial-records,READ
2024-12-11 20:46:00,EMP030,ssl.certificates,LIST
2024-12-08 08:13:00,EMP030,ad_users,MODIFY
2024-12-26 11:16:00,EMP030,aws_s3_bucket,READ
2024-12-24 12:28:00,EMP031,ad_groups,LIST
2024-12-13 13:31:00,EMP031,okta_users,EXECUTE
2024-12-27 12:06:00,EMP031,confluence.wiki,LIST
2024-12-22 20:48:00,EMP031,dns.internal,WRITE
2024-12-26 14:04:00,EMP031,okta_users,READ
2024-12-04 10:16:00,EMP032,ad_users,READ
2024-12-13 05:56:00,EMP032,hr_database.performance_reviews,WRITE
2024-12-03 17:57:00,EMP032,aws_s3_bucket,EXECUTE
2024-12-16 19:57:00,EMP032,vpn.gateway,MODIFY
2024-12-06 13:41:00,EMP032,ad_users,DELETE
2024-12-04 05:03:00,EMP032,production-secrets,EXECUTE
2024-12-23 06:26:00,EMP032,okta_apps,DELETE
2024-12-10 08:42:00,EMP032,confluence.wiki,EXECUTE
2024-12-13 03:03:00,EMP032,okta_groups,DELETE
2024-12-02 15:09:00,EMP032,confluence.wiki,EXECUTE
2024-12-10 13:05:00,EMP032,ad_users,MODIFY
2024-12-07 19:30:00,EMP032,firewall.rules,READ
2024-12-21 06:10:00,EMP032,ad_users,EXECUTE
2024-12-04 15:54:00,EMP032,aws_s3_bucket,EXECUTE
2024-12-22 15:57:00,EMP033,github.enterprise,EXECUTE
2024-12-13 20:34:00,EMP033,aws_s3_bucket,WRITE
2024-12-06 12:23:00,EMP033,financial-records,LIST
2024-12-15 08:28:00,EMP033,ad_groups,EXECUTE
2024-12-02 08:36:00,EMP033,okta_groups,WRITE
2024-12-22 03:05:00,EMP033,ssl.certificates,EXECUTE
2024-12-19 13:48:00,EMP033,confluence.wiki,WRITE
2024-12-13 01:53:00,EMP033,confluence.wiki,DELETE
2024-12-28 17:43:00,EMP033,production-secrets,LIST
2024-12-10 07:30:00,EMP033,dns.internal,READ
2024-12-17 22:02:00,EMP033,customer-data,DELETE
2024-12-20 18:43:00,EMP033,jira.projects,WRITE
2024-12-06 14:11:00,EMP033,aws_ec2,WRITE
2024-12-14 04:02:00,EMP033,okta_apps,READ
2024-12-27 13:12:00,EMP033,ssl.certificates,MODIFY
2024-12-11 19:16:00,EMP033,aws_iam,MODIFY
2024-12-18 02:24:00,EMP033,aws_s3_bucket,LIST
2024-12-15 08:33:00,EMP034,hr_database.performance_reviews,READ
2024-12-26 18:33:00,EMP034,vpn.gateway,LIST
2024-12-05 13:09:00,EMP034,aws_ec2,DELETE
2024-12-04 18:48:00,EMP034,dns.internal,READ
2024-12-10 03:50:00,EMP034,dns.internal,DELETE
